model,lr,hidden_size,batch_size,pooling_style,epoch,acc,execution_time
bert,0.0001,768,128,max,1,0.845718094,57.00592065
bert,0.0001,768,128,max,2,0.844051983,56.75986743
bert,0.0001,768,128,max,3,0.834055315,56.65488672
bert,0.0001,768,128,max,4,0.837054315,56.22988915
bert,0.0001,768,128,max,5,0.831722759,55.804842
bert,0.0001,768,128,max,6,0.841052982,56.01083994
bert,0.0001,768,128,max,7,0.83338887,55.97481203
bert,0.0001,768,128,max,8,0.832055981,56.2668786
bert,0.0001,768,128,max,9,0.82005998,55.89284348
bert,0.0001,768,128,max,10,0.830056648,56.19489217
bert,0.0001,768,128,max,11,0.826724425,56.10086989
bert,0.0001,768,128,max,12,0.809396868,56.58574581
bert,0.0001,768,128,max,13,0.825724758,56.24645209
bert,0.0001,768,128,max,14,0.812062646,56.91378045
bert,0.0001,768,128,max,15,0.803732089,56.73986459
bert,1.00E-05,128,64,avg,1,0.804065312,63.31325293
bert,1.00E-05,128,64,avg,2,0.839053649,62.96683764
bert,1.00E-05,128,64,avg,3,0.864711763,62.06383634
bert,1.00E-05,128,64,avg,4,0.844718427,61.90191507
bert,1.00E-05,128,64,avg,5,0.849716761,61.68284559
bert,1.00E-05,128,64,avg,6,0.848717094,62.08298159
bert,1.00E-05,128,64,avg,7,0.843052316,61.83124042
bert,1.00E-05,128,64,avg,8,0.834055315,61.82391572
bert,1.00E-05,128,64,avg,9,0.824725092,61.54594016
bert,1.00E-05,128,64,avg,10,0.832389204,61.37484097
bert,1.00E-05,128,64,avg,11,0.827724092,61.61740065
bert,1.00E-05,128,64,avg,12,0.827057647,62.13385868
bert,1.00E-05,128,64,avg,13,0.818727091,61.39190483
bert,1.00E-05,128,64,avg,14,0.822725758,63.028934
bert,1.00E-05,128,64,avg,15,0.82305898,61.13184786
bert,1.00E-05,128,64,max,1,0.830056648,60.82819176
bert,1.00E-05,128,64,max,2,0.851382872,60.79289436
bert,1.00E-05,128,64,max,3,0.86437854,60.97780633
bert,1.00E-05,128,64,max,4,0.870043319,60.97896409
bert,1.00E-05,128,64,max,5,0.858047318,62.07987952
bert,1.00E-05,128,64,max,6,0.85838054,61.15994525
bert,1.00E-05,128,64,max,7,0.847384205,61.11343074
bert,1.00E-05,128,64,max,8,0.847050983,61.04942298
bert,1.00E-05,128,64,max,9,0.851716095,62.12187982
bert,1.00E-05,128,64,max,10,0.848383872,62.18193007
bert,1.00E-05,128,64,max,11,0.848383872,62.85292292
bert,1.00E-05,128,64,max,12,0.843052316,62.07094979
bert,1.00E-05,128,64,max,13,0.846051316,61.05291247
bert,1.00E-05,128,64,max,14,0.843385538,60.86292648
bert,1.00E-05,128,64,max,15,0.845384872,61.27492833
bert,1.00E-05,128,128,avg,1,0.720759747,53.92939734
bert,1.00E-05,128,128,avg,2,0.818393869,54.83884525
bert,1.00E-05,128,128,avg,3,0.840053316,54.97483635
bert,1.00E-05,128,128,avg,4,0.848383872,55.74004054
bert,1.00E-05,128,128,avg,5,0.84071976,55.41695166
bert,1.00E-05,128,128,avg,6,0.847717428,55.51492786
bert,1.00E-05,128,128,avg,7,0.849716761,56.63794112
bert,1.00E-05,128,128,avg,8,0.853382206,57.23992634
bert,1.00E-05,128,128,avg,9,0.854715095,56.61696935
bert,1.00E-05,128,128,avg,10,0.85104965,56.73591447
bert,1.00E-05,128,128,avg,11,0.847717428,56.34997749
bert,1.00E-05,128,128,avg,12,0.83772076,55.7539525
bert,1.00E-05,128,128,avg,13,0.835054982,55.86196303
bert,1.00E-05,128,128,avg,14,0.816394535,55.66593194
bert,1.00E-05,128,128,avg,15,0.829390203,55.96710443
bert,1.00E-05,128,128,max,1,0.745084972,55.72088075
bert,1.00E-05,128,128,max,2,0.816061313,56.08997011
bert,1.00E-05,128,128,max,3,0.837387537,55.72693634
bert,1.00E-05,128,128,max,4,0.850716428,55.77997184
bert,1.00E-05,128,128,max,5,0.855714762,56.97294593
bert,1.00E-05,128,128,max,6,0.859046984,56.36697412
bert,1.00E-05,128,128,max,7,0.859046984,56.85696197
bert,1.00E-05,128,128,max,8,0.859046984,56.76594162
bert,1.00E-05,128,128,max,9,0.857047651,57.50992584
bert,1.00E-05,128,128,max,10,0.849050317,56.92603016
bert,1.00E-05,128,128,max,11,0.840053316,56.82893896
bert,1.00E-05,128,128,max,12,0.84071976,55.84092116
bert,1.00E-05,128,128,max,13,0.851716095,55.99996114
bert,1.00E-05,128,128,max,14,0.841719427,55.74901581
bert,1.00E-05,128,128,max,15,0.838720427,56.2089045
bert,1.00E-05,768,64,avg,1,0.816727757,63.02911282
bert,1.00E-05,768,64,avg,2,0.852049317,62.03476524
bert,1.00E-05,768,64,avg,3,0.863045651,61.98137021
bert,1.00E-05,768,64,avg,4,0.861712762,62.25894713
bert,1.00E-05,768,64,avg,5,0.840386538,61.53780913
bert,1.00E-05,768,64,avg,6,0.841386205,61.6801312
bert,1.00E-05,768,64,avg,7,0.84371876,61.1929574
bert,1.00E-05,768,64,avg,8,0.831056315,62.30174136
bert,1.00E-05,768,64,avg,9,0.814061979,61.24516916
bert,1.00E-05,768,64,avg,10,0.836387871,60.2857275
bert,1.00E-05,768,64,avg,11,0.828057314,60.26120353
bert,1.00E-05,768,64,avg,12,0.823725425,60.57093358
bert,1.00E-05,768,64,avg,13,0.819726758,60.68808866
bert,1.00E-05,768,64,avg,14,0.838720427,60.47276139
bert,1.00E-05,768,64,avg,15,0.822059314,60.64871454
bert,1.00E-05,768,64,max,1,0.810063312,60.81767058
bert,1.00E-05,768,64,max,2,0.844718427,61.18196702
bert,1.00E-05,768,64,max,3,0.859713429,61.87694454
bert,1.00E-05,768,64,max,4,0.859380207,61.98451805
bert,1.00E-05,768,64,max,5,0.853048984,62.74795222
bert,1.00E-05,768,64,max,6,0.860046651,62.29094458
bert,1.00E-05,768,64,max,7,0.84371876,60.84601641
bert,1.00E-05,768,64,max,8,0.844718427,60.98743176
bert,1.00E-05,768,64,max,9,0.849383539,60.8695147
bert,1.00E-05,768,64,max,10,0.835054982,61.21093607
bert,1.00E-05,768,64,max,11,0.839053649,61.0270052
bert,1.00E-05,768,64,max,12,0.830723092,61.33689642
bert,1.00E-05,768,64,max,13,0.839053649,61.1450336
bert,1.00E-05,768,64,max,14,0.828057314,61.06196475
bert,1.00E-05,768,64,max,15,0.83338887,61.33501744
bert,1.00E-05,768,128,avg,1,0.719093635,54.69351268
bert,1.00E-05,768,128,avg,2,0.827057647,54.17462206
bert,1.00E-05,768,128,avg,3,0.842052649,78.04800415
bert,1.00E-05,768,128,avg,4,0.852049317,78.26844144
bert,1.00E-05,768,128,avg,5,0.854381873,66.3326664
bert,1.00E-05,768,128,avg,6,0.846717761,69.24540186
bert,1.00E-05,768,128,avg,7,0.852049317,101.7009552
bert,1.00E-05,768,128,avg,8,0.844385205,101.1889668
bert,1.00E-05,768,128,avg,9,0.848717094,97.67403269
bert,1.00E-05,768,128,avg,10,0.849383539,99.32100511
bert,1.00E-05,768,128,avg,11,0.83338887,99.10795569
bert,1.00E-05,768,128,avg,12,0.84071976,99.07796836
bert,1.00E-05,768,128,avg,13,0.83338887,100.7280288
bert,1.00E-05,768,128,avg,14,0.839386871,101.3949227
bert,1.00E-05,768,128,avg,15,0.830056648,101.102052
bert,1.00E-05,768,128,max,1,0.764411863,101.6981702
bert,1.00E-05,768,128,max,2,0.818393869,102.2901001
bert,1.00E-05,768,128,max,3,0.846051316,100.1619148
bert,1.00E-05,768,128,max,4,0.85404865,89.69103885
bert,1.00E-05,768,128,max,5,0.859713429,83.05663419
bert,1.00E-05,768,128,max,6,0.86137954,72.40823531
bert,1.00E-05,768,128,max,7,0.860046651,114.259964
bert,1.00E-05,768,128,max,8,0.849050317,108.3469169
bert,1.00E-05,768,128,max,9,0.865378207,105.6669643
bert,1.00E-05,768,128,max,10,0.85838054,105.5580237
bert,1.00E-05,768,128,max,11,0.854715095,106.8200712
bert,1.00E-05,768,128,max,12,0.851382872,106.3188994
bert,1.00E-05,768,128,max,13,0.849716761,108.8920703
bert,1.00E-05,768,128,max,14,0.845718094,109.3889699
bert,1.00E-05,768,128,max,15,0.845051649,107.9569337
gated_cnn,0.001,128,64,avg,1,0.787070976,0.69809103
gated_cnn,0.001,128,64,avg,2,0.836054648,0.679184675
gated_cnn,0.001,128,64,avg,3,0.839720093,0.682568073
gated_cnn,0.001,128,64,avg,4,0.836721093,0.734850645
gated_cnn,0.001,128,64,avg,5,0.83772076,0.729963064
gated_cnn,0.001,128,64,avg,6,0.838053982,0.689979792
gated_cnn,0.001,128,64,avg,7,0.832055981,0.677983046
gated_cnn,0.001,128,64,avg,8,0.83038987,0.679950237
gated_cnn,0.001,128,64,avg,9,0.831722759,0.7429564
gated_cnn,0.001,128,64,avg,10,0.826724425,0.672902822
gated_cnn,0.001,128,64,avg,11,0.826724425,0.714057922
gated_cnn,0.001,128,64,avg,12,0.825724758,0.760137081
gated_cnn,0.001,128,64,avg,13,0.825058314,0.744053364
gated_cnn,0.001,128,64,avg,14,0.814728424,1.01448226
gated_cnn,0.001,128,64,avg,15,0.814061979,0.695115805
gated_cnn,0.001,128,64,max,1,0.755414862,0.742477179
gated_cnn,0.001,128,64,max,2,0.799733422,0.897569895
gated_cnn,0.001,128,64,max,3,0.818727091,1.120845556
gated_cnn,0.001,128,64,max,4,0.829056981,0.806100607
gated_cnn,0.001,128,64,max,5,0.825391536,0.781921625
gated_cnn,0.001,128,64,max,6,0.839053649,0.769064188
gated_cnn,0.001,128,64,max,7,0.83338887,0.922295094
gated_cnn,0.001,128,64,max,8,0.835388204,0.813206196
gated_cnn,0.001,128,64,max,9,0.830723092,0.787978888
gated_cnn,0.001,128,64,max,10,0.815728091,0.803001404
gated_cnn,0.001,128,64,max,11,0.82739087,0.806985378
gated_cnn,0.001,128,64,max,12,0.810063312,0.95491004
gated_cnn,0.001,128,64,max,13,0.82005998,0.928070068
gated_cnn,0.001,128,64,max,14,0.813728757,1.82798481
gated_cnn,0.001,128,64,max,15,0.807730756,0.928050995
gated_cnn,0.001,128,128,avg,1,0.742419194,0.395454645
gated_cnn,0.001,128,128,avg,2,0.808730423,0.401925087
gated_cnn,0.001,128,128,avg,3,0.836387871,0.454907417
gated_cnn,0.001,128,128,avg,4,0.84371876,0.429875612
gated_cnn,0.001,128,128,avg,5,0.844051983,0.409978867
gated_cnn,0.001,128,128,avg,6,0.846384538,0.399993896
gated_cnn,0.001,128,128,avg,7,0.841719427,0.399991512
gated_cnn,0.001,128,128,avg,8,0.842052649,0.442418575
gated_cnn,0.001,128,128,avg,9,0.838387204,0.437551737
gated_cnn,0.001,128,128,avg,10,0.838387204,0.44309926
gated_cnn,0.001,128,128,avg,11,0.828390536,0.403035402
gated_cnn,0.001,128,128,avg,12,0.832722426,0.410016298
gated_cnn,0.001,128,128,avg,13,0.830056648,0.386569738
gated_cnn,0.001,128,128,avg,14,0.833055648,0.401037693
gated_cnn,0.001,128,128,avg,15,0.827057647,0.404906988
gated_cnn,0.001,128,128,max,1,0.701766078,0.574314117
gated_cnn,0.001,128,128,max,2,0.766744419,0.869674683
gated_cnn,0.001,128,128,max,3,0.793402199,0.776536942
gated_cnn,0.001,128,128,max,4,0.810729757,1.208782196
gated_cnn,0.001,128,128,max,5,0.818393869,1.517867565
gated_cnn,0.001,128,128,max,6,0.822392536,0.564065456
gated_cnn,0.001,128,128,max,7,0.818393869,0.544083118
gated_cnn,0.001,128,128,max,8,0.818727091,0.563891411
gated_cnn,0.001,128,128,max,9,0.835054982,0.508019447
gated_cnn,0.001,128,128,max,10,0.821392869,0.479122877
gated_cnn,0.001,128,128,max,11,0.833055648,0.508904457
gated_cnn,0.001,128,128,max,12,0.828057314,0.501000166
gated_cnn,0.001,128,128,max,13,0.830723092,0.497953415
gated_cnn,0.001,128,128,max,14,0.828390536,0.590947151
gated_cnn,0.001,128,128,max,15,0.832389204,0.561932564
gated_cnn,0.001,768,64,avg,1,0.843385538,3.463509321
gated_cnn,0.001,768,64,avg,2,0.843385538,5.302549601
gated_cnn,0.001,768,64,avg,3,0.839386871,6.797438622
gated_cnn,0.001,768,64,avg,4,0.836387871,4.205185413
gated_cnn,0.001,768,64,avg,5,0.831722759,4.236993074
gated_cnn,0.001,768,64,avg,6,0.820393202,4.280883074
gated_cnn,0.001,768,64,avg,7,0.822059314,4.293072462
gated_cnn,0.001,768,64,avg,8,0.820393202,4.405956507
gated_cnn,0.001,768,64,avg,9,0.817727424,4.168070793
gated_cnn,0.001,768,64,avg,10,0.817394202,4.888960361
gated_cnn,0.001,768,64,avg,11,0.81706098,6.078921795
gated_cnn,0.001,768,64,avg,12,0.805398201,5.948066473
gated_cnn,0.001,768,64,avg,13,0.809396868,4.45608592
gated_cnn,0.001,768,64,avg,14,0.804065312,5.84791398
gated_cnn,0.001,768,64,avg,15,0.804065312,4.02303791
gated_cnn,0.001,768,64,max,1,0.818727091,6.347437382
gated_cnn,0.001,768,64,max,2,0.828057314,5.660851955
gated_cnn,0.001,768,64,max,3,0.772409197,4.786127806
gated_cnn,0.001,768,64,max,4,0.834388537,4.448909998
gated_cnn,0.001,768,64,max,5,0.794735088,5.707125425
gated_cnn,0.001,768,64,max,6,0.815394868,4.651005745
gated_cnn,0.001,768,64,max,7,0.822392536,4.676003695
gated_cnn,0.001,768,64,max,8,0.81272909,5.622033119
gated_cnn,0.001,768,64,max,9,0.82739087,8.734946012
gated_cnn,0.001,768,64,max,10,0.821726091,4.835834265
gated_cnn,0.001,768,64,max,11,0.812062646,5.039969683
gated_cnn,0.001,768,64,max,12,0.813062313,4.086078167
gated_cnn,0.001,768,64,max,13,0.807064312,4.215960026
gated_cnn,0.001,768,64,max,14,0.810729757,5.056182384
gated_cnn,0.001,768,64,max,15,0.797734089,4.162036419
gated_cnn,0.001,768,128,avg,1,0.833055648,2.377599955
gated_cnn,0.001,768,128,avg,2,0.839053649,2.258974791
gated_cnn,0.001,768,128,avg,3,0.83338887,2.060491323
gated_cnn,0.001,768,128,avg,4,0.835054982,2.052512169
gated_cnn,0.001,768,128,avg,5,0.829723426,2.100384235
gated_cnn,0.001,768,128,avg,6,0.824725092,2.298853159
gated_cnn,0.001,768,128,avg,7,0.82005998,2.062486172
gated_cnn,0.001,768,128,avg,8,0.823392203,2.066474915
gated_cnn,0.001,768,128,avg,9,0.821059647,2.19912076
gated_cnn,0.001,768,128,avg,10,0.820726425,2.330768108
gated_cnn,0.001,768,128,avg,11,0.819060313,2.21906662
gated_cnn,0.001,768,128,avg,12,0.809063645,4.000804901
gated_cnn,0.001,768,128,avg,13,0.80673109,3.199150801
gated_cnn,0.001,768,128,avg,14,0.814061979,2.563984394
gated_cnn,0.001,768,128,avg,15,0.807397534,2.729042292
gated_cnn,0.001,768,128,max,1,0.802065978,3.278949738
gated_cnn,0.001,768,128,max,2,0.814061979,3.156383038
gated_cnn,0.001,768,128,max,3,0.831722759,3.323870659
gated_cnn,0.001,768,128,max,4,0.839053649,3.02491951
gated_cnn,0.001,768,128,max,5,0.834055315,3.918051481
gated_cnn,0.001,768,128,max,6,0.836387871,3.709987879
gated_cnn,0.001,768,128,max,7,0.754415195,2.852948189
gated_cnn,0.001,768,128,max,8,0.829056981,2.890007496
gated_cnn,0.001,768,128,max,9,0.827057647,2.893972158
gated_cnn,0.001,768,128,max,10,0.834721759,2.827034712
gated_cnn,0.001,768,128,max,11,0.826724425,2.854930639
gated_cnn,0.001,768,128,max,12,0.824391869,3.186064243
gated_cnn,0.001,768,128,max,13,0.824391869,5.476218224
gated_cnn,0.001,768,128,max,14,0.823392203,5.381942272
gated_cnn,0.001,768,128,max,15,0.821392869,5.18604517
gated_cnn,0.0001,128,64,avg,1,0.664445185,2.018665791
gated_cnn,0.0001,128,64,avg,2,0.672442519,2.137066126
gated_cnn,0.0001,128,64,avg,3,0.678773742,1.852501154
gated_cnn,0.0001,128,64,avg,4,0.690436521,1.725098372
gated_cnn,0.0001,128,64,avg,5,0.712762413,1.885019541
gated_cnn,0.0001,128,64,avg,6,0.732755748,1.82306242
gated_cnn,0.0001,128,64,avg,7,0.753415528,1.820884466
gated_cnn,0.0001,128,64,avg,8,0.765744752,1.782055378
gated_cnn,0.0001,128,64,avg,9,0.779406864,1.825986385
gated_cnn,0.0001,128,64,avg,10,0.789736754,1.940069199
gated_cnn,0.0001,128,64,avg,11,0.801399533,1.410948515
gated_cnn,0.0001,128,64,avg,12,0.80973009,2.023008823
gated_cnn,0.0001,128,64,avg,13,0.814395202,2.060968399
gated_cnn,0.0001,128,64,avg,14,0.822392536,1.808024883
gated_cnn,0.0001,128,64,avg,15,0.824058647,1.938996792
gated_cnn,0.0001,128,64,max,1,0.669776741,1.445647955
gated_cnn,0.0001,128,64,max,2,0.680439853,2.203206539
gated_cnn,0.0001,128,64,max,3,0.687437521,2.133604527
gated_cnn,0.0001,128,64,max,4,0.708763745,2.405014753
gated_cnn,0.0001,128,64,max,5,0.713762079,2.341059923
gated_cnn,0.0001,128,64,max,6,0.732089304,2.160981417
gated_cnn,0.0001,128,64,max,7,0.738420526,2.413973808
gated_cnn,0.0001,128,64,max,8,0.757747418,2.056983709
gated_cnn,0.0001,128,64,max,9,0.77140953,2.126004219
gated_cnn,0.0001,128,64,max,10,0.77440853,2.24704361
gated_cnn,0.0001,128,64,max,11,0.784405198,2.43298769
gated_cnn,0.0001,128,64,max,12,0.796067977,2.158035278
gated_cnn,0.0001,128,64,max,13,0.798733755,2.202979326
gated_cnn,0.0001,128,64,max,14,0.795401533,2.220535517
gated_cnn,0.0001,128,64,max,15,0.80973009,2.160946608
gated_cnn,0.0001,128,128,avg,1,0.677107631,1.415693283
gated_cnn,0.0001,128,128,avg,2,0.70943019,1.716250181
gated_cnn,0.0001,128,128,avg,3,0.703432189,1.360704422
gated_cnn,0.0001,128,128,avg,4,0.696767744,1.07396245
gated_cnn,0.0001,128,128,avg,5,0.6991003,1.317032337
gated_cnn,0.0001,128,128,avg,6,0.703098967,1.067010403
gated_cnn,0.0001,128,128,avg,7,0.711429523,1.020994902
gated_cnn,0.0001,128,128,avg,8,0.72275908,1.196022272
gated_cnn,0.0001,128,128,avg,9,0.732755748,0.972992182
gated_cnn,0.0001,128,128,avg,10,0.746417861,1.077971697
gated_cnn,0.0001,128,128,avg,11,0.761746085,1.266025305
gated_cnn,0.0001,128,128,avg,12,0.769410197,1.149013042
gated_cnn,0.0001,128,128,avg,13,0.781072976,1.049980164
gated_cnn,0.0001,128,128,avg,14,0.795068311,1.255515099
gated_cnn,0.0001,128,128,avg,15,0.804065312,1.074987411
gated_cnn,0.0001,128,128,max,1,0.508163945,1.886119127
gated_cnn,0.0001,128,128,max,2,0.666111296,1.422379255
gated_cnn,0.0001,128,128,max,3,0.671442852,1.349010706
gated_cnn,0.0001,128,128,max,4,0.676774409,1.511065245
gated_cnn,0.0001,128,128,max,5,0.680773076,1.40007782
gated_cnn,0.0001,128,128,max,6,0.683772076,1.317977667
gated_cnn,0.0001,128,128,max,7,0.684771743,1.259051085
gated_cnn,0.0001,128,128,max,8,0.692435855,1.356019258
gated_cnn,0.0001,128,128,max,9,0.6991003,1.243896246
gated_cnn,0.0001,128,128,max,10,0.706097967,1.295002699
gated_cnn,0.0001,128,128,max,11,0.70943019,1.402023315
gated_cnn,0.0001,128,128,max,12,0.721426191,1.270972967
gated_cnn,0.0001,128,128,max,13,0.72275908,1.305013895
gated_cnn,0.0001,128,128,max,14,0.726091303,1.34390831
gated_cnn,0.0001,128,128,max,15,0.737087637,1.178060293
gated_cnn,0.0001,768,64,avg,1,0.714428524,7.303776503
gated_cnn,0.0001,768,64,avg,2,0.787404199,7.013947248
gated_cnn,0.0001,768,64,avg,3,0.812062646,6.762473345
gated_cnn,0.0001,768,64,avg,4,0.820393202,7.517496824
gated_cnn,0.0001,768,64,avg,5,0.827724092,8.455000639
gated_cnn,0.0001,768,64,avg,6,0.83338887,7.357121229
gated_cnn,0.0001,768,64,avg,7,0.83772076,7.528861523
gated_cnn,0.0001,768,64,avg,8,0.842719094,7.893992662
gated_cnn,0.0001,768,64,avg,9,0.845718094,7.562549829
gated_cnn,0.0001,768,64,avg,10,0.846717761,7.690962315
gated_cnn,0.0001,768,64,avg,11,0.845718094,7.442982435
gated_cnn,0.0001,768,64,avg,12,0.846384538,7.818459511
gated_cnn,0.0001,768,64,avg,13,0.847050983,7.769564152
gated_cnn,0.0001,768,64,avg,14,0.850049983,7.522090197
gated_cnn,0.0001,768,64,avg,15,0.849716761,8.380934715
gated_cnn,0.0001,768,64,max,1,0.677440853,8.82606864
gated_cnn,0.0001,768,64,max,2,0.732422526,8.572517157
gated_cnn,0.0001,768,64,max,3,0.767410863,8.745028734
gated_cnn,0.0001,768,64,max,4,0.781072976,9.056455851
gated_cnn,0.0001,768,64,max,5,0.788737088,8.461019754
gated_cnn,0.0001,768,64,max,6,0.793068977,9.510477304
gated_cnn,0.0001,768,64,max,7,0.804731756,8.865044117
gated_cnn,0.0001,768,64,max,8,0.80673109,9.294001579
gated_cnn,0.0001,768,64,max,9,0.819060313,8.48998332
gated_cnn,0.0001,768,64,max,10,0.819726758,8.614972115
gated_cnn,0.0001,768,64,max,11,0.825058314,9.475477934
gated_cnn,0.0001,768,64,max,12,0.830723092,8.462040424
gated_cnn,0.0001,768,64,max,13,0.832389204,9.208937645
gated_cnn,0.0001,768,64,max,14,0.832389204,9.051069498
gated_cnn,0.0001,768,64,max,15,0.827724092,8.60697031
gated_cnn,0.0001,768,128,avg,1,0.707430856,4.366361141
gated_cnn,0.0001,768,128,avg,2,0.734755082,5.085941315
gated_cnn,0.0001,768,128,avg,3,0.770743086,4.544974327
gated_cnn,0.0001,768,128,avg,4,0.794068644,4.629970551
gated_cnn,0.0001,768,128,avg,5,0.806397867,4.822473526
gated_cnn,0.0001,768,128,avg,6,0.814395202,4.709000826
gated_cnn,0.0001,768,128,avg,7,0.815061646,4.602030277
gated_cnn,0.0001,768,128,avg,8,0.816061313,4.558970928
gated_cnn,0.0001,768,128,avg,9,0.82005998,4.480018854
gated_cnn,0.0001,768,128,avg,10,0.822059314,5.136035681
gated_cnn,0.0001,768,128,avg,11,0.82305898,4.8319695
gated_cnn,0.0001,768,128,avg,12,0.825724758,4.926972628
gated_cnn,0.0001,768,128,avg,13,0.828723759,4.63704896
gated_cnn,0.0001,768,128,avg,14,0.830723092,4.335987091
gated_cnn,0.0001,768,128,avg,15,0.833722093,4.310048819
gated_cnn,0.0001,768,128,max,1,0.673775408,5.442894459
gated_cnn,0.0001,768,128,max,2,0.714761746,6.783032894
gated_cnn,0.0001,768,128,max,3,0.753082306,5.710543156
gated_cnn,0.0001,768,128,max,4,0.770743086,6.068991899
gated_cnn,0.0001,768,128,max,5,0.776741086,5.515000105
gated_cnn,0.0001,768,128,max,6,0.798733755,5.485026836
gated_cnn,0.0001,768,128,max,7,0.796067977,6.334976673
gated_cnn,0.0001,768,128,max,8,0.7994002,7.283377886
gated_cnn,0.0001,768,128,max,9,0.817394202,7.569830418
gated_cnn,0.0001,768,128,max,10,0.817727424,4.976048231
gated_cnn,0.0001,768,128,max,11,0.822059314,4.430016279
gated_cnn,0.0001,768,128,max,12,0.822392536,4.106027603
gated_cnn,0.0001,768,128,max,13,0.824725092,4.243951082
gated_cnn,0.0001,768,128,max,14,0.825724758,7.103019953
gated_cnn,0.0001,768,128,max,15,0.830723092,5.330506325
gated_cnn,1.00E-05,128,64,avg,1,0.353548817,1.518967628
gated_cnn,1.00E-05,128,64,avg,2,0.36287904,1.529577017
gated_cnn,1.00E-05,128,64,avg,3,0.375874708,1.530031919
gated_cnn,1.00E-05,128,64,avg,4,0.397200933,1.645100355
gated_cnn,1.00E-05,128,64,avg,5,0.42185938,1.476984739
gated_cnn,1.00E-05,128,64,avg,6,0.452515828,1.460039854
gated_cnn,1.00E-05,128,64,avg,7,0.486837721,2.154953957
gated_cnn,1.00E-05,128,64,avg,8,0.526157947,1.719046354
gated_cnn,1.00E-05,128,64,avg,9,0.564811729,1.557958364
gated_cnn,1.00E-05,128,64,avg,10,0.594801733,1.771045923
gated_cnn,1.00E-05,128,64,avg,11,0.624791736,1.855508804
gated_cnn,1.00E-05,128,64,avg,12,0.646117961,1.470928192
gated_cnn,1.00E-05,128,64,avg,13,0.665778074,1.455012083
gated_cnn,1.00E-05,128,64,avg,14,0.673775408,1.449001312
gated_cnn,1.00E-05,128,64,avg,15,0.688103965,1.424982071
gated_cnn,1.00E-05,128,64,max,1,0.513495501,1.677766085
gated_cnn,1.00E-05,128,64,max,2,0.628123959,1.666517735
gated_cnn,1.00E-05,128,64,max,3,0.656447851,1.642507792
gated_cnn,1.00E-05,128,64,max,4,0.665444852,2.122145414
gated_cnn,1.00E-05,128,64,max,5,0.66811063,1.742987394
gated_cnn,1.00E-05,128,64,max,6,0.668443852,1.689950943
gated_cnn,1.00E-05,128,64,max,7,0.668777074,1.750575781
gated_cnn,1.00E-05,128,64,max,8,0.668777074,1.688987255
gated_cnn,1.00E-05,128,64,max,9,0.670109963,1.693976164
gated_cnn,1.00E-05,128,64,max,10,0.670443186,1.689981699
gated_cnn,1.00E-05,128,64,max,11,0.670443186,1.787019014
gated_cnn,1.00E-05,128,64,max,12,0.67110963,1.661980391
gated_cnn,1.00E-05,128,64,max,13,0.672109297,1.995040894
gated_cnn,1.00E-05,128,64,max,14,0.67410863,1.97798562
gated_cnn,1.00E-05,128,64,max,15,0.674775075,1.692985058
gated_cnn,1.00E-05,128,128,avg,1,0.344885038,0.87228322
gated_cnn,1.00E-05,128,128,avg,2,0.346884372,0.884353399
gated_cnn,1.00E-05,128,128,avg,3,0.35254915,0.833694935
gated_cnn,1.00E-05,128,128,avg,4,0.359546818,0.864838123
gated_cnn,1.00E-05,128,128,avg,5,0.366211263,0.883025408
gated_cnn,1.00E-05,128,128,avg,6,0.374541819,0.89311862
gated_cnn,1.00E-05,128,128,avg,7,0.381539487,0.86799407
gated_cnn,1.00E-05,128,128,avg,8,0.389203599,1.049973726
gated_cnn,1.00E-05,128,128,avg,9,0.396867711,0.867998123
gated_cnn,1.00E-05,128,128,avg,10,0.41152949,0.905964851
gated_cnn,1.00E-05,128,128,avg,11,0.423525492,0.899992466
gated_cnn,1.00E-05,128,128,avg,12,0.437854049,0.940532207
gated_cnn,1.00E-05,128,128,avg,13,0.448183939,1.179034233
gated_cnn,1.00E-05,128,128,avg,14,0.461179607,0.878955841
gated_cnn,1.00E-05,128,128,avg,15,0.479173609,0.885011435
gated_cnn,1.00E-05,128,128,max,1,0.513495501,1.009301662
gated_cnn,1.00E-05,128,128,max,2,0.601132956,1.009301186
gated_cnn,1.00E-05,128,128,max,3,0.641786071,1.090613365
gated_cnn,1.00E-05,128,128,max,4,0.656781073,1.251603842
gated_cnn,1.00E-05,128,128,max,5,0.666111296,1.089066505
gated_cnn,1.00E-05,128,128,max,6,0.666111296,1.111102581
gated_cnn,1.00E-05,128,128,max,7,0.667444185,1.082003593
gated_cnn,1.00E-05,128,128,max,8,0.667110963,1.014028788
gated_cnn,1.00E-05,128,128,max,9,0.667110963,1.109972954
gated_cnn,1.00E-05,128,128,max,10,0.667110963,1.184002876
gated_cnn,1.00E-05,128,128,max,11,0.66811063,1.153015375
gated_cnn,1.00E-05,128,128,max,12,0.668443852,1.366999626
gated_cnn,1.00E-05,128,128,max,13,0.668443852,1.058015585
gated_cnn,1.00E-05,128,128,max,14,0.668777074,1.59605217
gated_cnn,1.00E-05,128,128,max,15,0.669110297,1.104955912
gated_cnn,1.00E-05,768,64,avg,1,0.435521493,6.213544369
gated_cnn,1.00E-05,768,64,avg,2,0.575808064,6.213063478
gated_cnn,1.00E-05,768,64,avg,3,0.661779407,6.664982319
gated_cnn,1.00E-05,768,64,avg,4,0.694101966,6.343993425
