gated_cnn,0.001,64,64,avg,0.5944444444444444
gated_cnn,0.001,64,64,max,0.5861111111111111
gated_cnn,0.001,64,128,avg,0.5416666666666666
gated_cnn,0.001,64,128,max,0.5527777777777778
gated_cnn,0.001,128,64,avg,0.6472222222222223
gated_cnn,0.001,128,64,max,0.6416666666666667
gated_cnn,0.001,128,128,avg,0.6611111111111111
gated_cnn,0.001,128,128,max,0.6805555555555556
gated_cnn,0.0001,64,64,avg,0.2388888888888889
gated_cnn,0.0001,64,64,max,0.225
gated_cnn,0.0001,64,128,avg,0.21666666666666667
gated_cnn,0.0001,64,128,max,0.18611111111111112
gated_cnn,0.0001,128,64,avg,0.4
gated_cnn,0.0001,128,64,max,0.44722222222222224
gated_cnn,0.0001,128,128,avg,0.33055555555555555
gated_cnn,0.0001,128,128,max,0.36944444444444446
gated_cnn,1e-05,64,64,avg,0.06666666666666667
gated_cnn,1e-05,64,64,max,0.05555555555555555
gated_cnn,1e-05,64,128,avg,0.06111111111111111
gated_cnn,1e-05,64,128,max,0.04722222222222222
gated_cnn,1e-05,128,64,avg,0.08333333333333333
gated_cnn,1e-05,128,64,max,0.10277777777777777
gated_cnn,1e-05,128,128,avg,0.05277777777777778
gated_cnn,1e-05,128,128,max,0.06666666666666667
lstm,0.001,64,64,avg,0.5305555555555556
lstm,0.001,64,64,max,0.4888888888888889
lstm,0.001,64,128,avg,0.43333333333333335
lstm,0.001,64,128,max,0.475
lstm,0.001,128,64,avg,0.5583333333333333
lstm,0.001,128,64,max,0.5555555555555556
lstm,0.001,128,128,avg,0.5583333333333333
lstm,0.001,128,128,max,0.5805555555555556
lstm,0.0001,64,64,avg,0.11944444444444445
lstm,0.0001,64,64,max,0.15833333333333333
lstm,0.0001,64,128,avg,0.05
lstm,0.0001,64,128,max,0.08333333333333333
lstm,0.0001,128,64,avg,0.375
lstm,0.0001,128,64,max,0.3194444444444444
lstm,0.0001,128,128,avg,0.1527777777777778
lstm,0.0001,128,128,max,0.21666666666666667
lstm,1e-05,64,64,avg,0.06388888888888888
lstm,1e-05,64,64,max,0.044444444444444446
lstm,1e-05,64,128,avg,0.05277777777777778
lstm,1e-05,64,128,max,0.06111111111111111
lstm,1e-05,128,64,avg,0.06111111111111111
lstm,1e-05,128,64,max,0.06111111111111111
lstm,1e-05,128,128,avg,0.075
lstm,1e-05,128,128,max,0.06666666666666667
gru,0.001,64,64,avg,0.5027777777777778
gru,0.001,64,64,max,0.5305555555555556
gru,0.001,64,128,avg,0.475
gru,0.001,64,128,max,0.48333333333333334
gru,0.001,128,64,avg,0.625
gru,0.001,128,64,max,0.5777777777777777
gru,0.001,128,128,avg,0.6
gru,0.001,128,128,max,0.6138888888888889
gru,0.0001,64,64,avg,0.1638888888888889
gru,0.0001,64,64,max,0.2
gru,0.0001,64,128,avg,0.18055555555555555
gru,0.0001,64,128,max,0.10277777777777777
gru,0.0001,128,64,avg,0.3333333333333333
gru,0.0001,128,64,max,0.3472222222222222
gru,0.0001,128,128,avg,0.2
gru,0.0001,128,128,max,0.35833333333333334
gru,1e-05,64,64,avg,0.06666666666666667
gru,1e-05,64,64,max,0.075
gru,1e-05,64,128,avg,0.05277777777777778
gru,1e-05,64,128,max,0.06388888888888888
gru,1e-05,128,64,avg,0.05555555555555555
gru,1e-05,128,64,max,0.075
gru,1e-05,128,128,avg,0.075
gru,1e-05,128,128,max,0.05555555555555555
rcnn,0.001,64,64,avg,0.4861111111111111
rcnn,0.001,64,64,max,0.5388888888888889
rcnn,0.001,64,128,avg,0.4083333333333333
rcnn,0.001,64,128,max,0.5388888888888889
rcnn,0.001,128,64,avg,0.5444444444444444
rcnn,0.001,128,64,max,0.6555555555555556
rcnn,0.001,128,128,avg,0.5416666666666666
rcnn,0.001,128,128,max,0.6388888888888888
rcnn,0.0001,64,64,avg,0.15555555555555556
rcnn,0.0001,64,64,max,0.11666666666666667
rcnn,0.0001,64,128,avg,0.07777777777777778
rcnn,0.0001,64,128,max,0.1388888888888889
rcnn,0.0001,128,64,avg,0.32222222222222224
rcnn,0.0001,128,64,max,0.3611111111111111
rcnn,0.0001,128,128,avg,0.24722222222222223
rcnn,0.0001,128,128,max,0.30277777777777776
rcnn,1e-05,64,64,avg,0.08055555555555556
rcnn,1e-05,64,64,max,0.05
rcnn,1e-05,64,128,avg,0.09722222222222222
rcnn,1e-05,64,128,max,0.05555555555555555
rcnn,1e-05,128,64,avg,0.09166666666666666
rcnn,1e-05,128,64,max,0.05
rcnn,1e-05,128,128,avg,0.075
rcnn,1e-05,128,128,max,0.06388888888888888
bert,0.001,64,64,avg,0.7583333333333333
bert,0.001,64,64,max,0.7888888888888889
bert,0.001,64,128,avg,0.7666666666666667
bert,0.001,64,128,max,0.7944444444444444
bert,0.001,128,64,avg,0.7888888888888889
bert,0.001,128,64,max,0.8083333333333333
bert,0.001,128,128,avg,0.7527777777777778
bert,0.001,128,128,max,0.7916666666666666
bert,0.0001,64,64,avg,0.7861111111111111
bert,0.0001,64,64,max,0.8083333333333333
bert,0.0001,64,128,avg,0.7916666666666666
bert,0.0001,64,128,max,0.8083333333333333
bert,0.0001,128,64,avg,0.7722222222222223
bert,0.0001,128,64,max,0.7916666666666666
bert,0.0001,128,128,avg,0.7833333333333333
bert,0.0001,128,128,max,0.8055555555555556
bert,1e-05,64,64,avg,0.7305555555555555
bert,1e-05,64,64,max,0.6611111111111111
bert,1e-05,64,128,avg,0.6194444444444445
bert,1e-05,64,128,max,0.5555555555555556
bert,1e-05,128,64,avg,0.7361111111111112
bert,1e-05,128,64,max,0.6611111111111111
bert,1e-05,128,128,avg,0.625
bert,1e-05,128,128,max,0.5611111111111111
bert_lstm,0.001,64,64,avg,0.6472222222222223
bert_lstm,0.001,64,64,max,0.6333333333333333
bert_lstm,0.001,64,128,avg,0.6722222222222223
bert_lstm,0.001,64,128,max,0.6777777777777778
bert_lstm,0.001,128,64,avg,0.6527777777777778
bert_lstm,0.001,128,64,max,0.7138888888888889
bert_lstm,0.001,128,128,avg,0.625
bert_lstm,0.001,128,128,max,0.6944444444444444
bert_lstm,0.0001,64,64,avg,0.6611111111111111
bert_lstm,0.0001,64,64,max,0.7
bert_lstm,0.0001,64,128,avg,0.6972222222222222
bert_lstm,0.0001,64,128,max,0.6944444444444444
bert_lstm,0.0001,128,64,avg,0.6694444444444444
bert_lstm,0.0001,128,64,max,0.7138888888888889
bert_lstm,0.0001,128,128,avg,0.6888888888888889
bert_lstm,0.0001,128,128,max,0.6666666666666666
bert_lstm,1e-05,64,64,avg,0.575
bert_lstm,1e-05,64,64,max,0.4388888888888889
bert_lstm,1e-05,64,128,avg,0.37777777777777777
bert_lstm,1e-05,64,128,max,0.39166666666666666
bert_lstm,1e-05,128,64,avg,0.5472222222222223
bert_lstm,1e-05,128,64,max,0.44722222222222224
bert_lstm,1e-05,128,128,avg,0.3472222222222222
bert_lstm,1e-05,128,128,max,0.4166666666666667
