lstm,0.001000,128.000000,64,avg,0.876147
lstm,0.001000,128.000000,64,max,0.879900
lstm,0.001000,128.000000,128,avg,0.874896
lstm,0.001000,128.000000,128,max,0.875730
lstm,0.001000,256.000000,64,avg,0.879900
lstm,0.001000,256.000000,64,max,0.878649
lstm,0.001000,256.000000,128,avg,0.881568
lstm,0.001000,256.000000,128,max,0.874479
lstm,0.000100,128.000000,64,avg,0.878232
lstm,0.000100,128.000000,64,max,0.891159
lstm,0.000100,128.000000,128,avg,0.883236
lstm,0.000100,128.000000,128,max,0.886155
lstm,0.000100,256.000000,64,avg,0.886155
lstm,0.000100,256.000000,64,max,0.880734
lstm,0.000100,256.000000,128,avg,0.876147
lstm,0.000100,256.000000,128,max,0.882819
gated_cnn,0.001000,128.000000,64,avg,0.878649
gated_cnn,0.001000,128.000000,64,max,0.888657
gated_cnn,0.001000,128.000000,128,avg,0.877815
gated_cnn,0.001000,128.000000,128,max,0.886155
gated_cnn,0.001000,256.000000,64,avg,0.874896
gated_cnn,0.001000,256.000000,64,max,0.869892
gated_cnn,0.001000,256.000000,128,avg,0.876564
gated_cnn,0.001000,256.000000,128,max,0.884487
gated_cnn,0.000100,128.000000,64,avg,0.883653
gated_cnn,0.000100,128.000000,64,max,0.896163
gated_cnn,0.000100,128.000000,128,avg,0.874896
gated_cnn,0.000100,128.000000,128,max,0.891159
gated_cnn,0.000100,256.000000,64,avg,0.894078
gated_cnn,0.000100,256.000000,64,max,0.898666
gated_cnn,0.000100,256.000000,128,avg,0.887406
gated_cnn,0.000100,256.000000,128,max,0.895746
bert,0.001000,128.000000,64,avg,0.878232
bert,0.001000,128.000000,64,max,0.872811
bert,0.001000,128.000000,128,avg,0.869892
bert,0.001000,128.000000,128,max,0.871143
bert,0.001000,256.000000,64,avg,0.867389
bert,0.001000,256.000000,64,max,0.864053
bert,0.001000,256.000000,128,avg,0.868641
bert,0.001000,256.000000,128,max,0.887406
bert,0.000100,128.000000,64,avg,0.881151
bert,0.000100,128.000000,64,max,0.889491
bert,0.000100,128.000000,128,avg,0.880317
bert,0.000100,128.000000,128,max,0.899083
bert,0.000100,256.000000,64,avg,0.872811
bert,0.000100,256.000000,64,max,0.899500
bert,0.000100,256.000000,128,avg,0.879900
bert,0.000100,256.000000,128,max,0.892410
